City;E;N;Pop;Pop_Density;Area_Agri;Area_Live
Ebikon;2668600;1215000;0.03295678185318538;0.11167611115743331;0.3946162657479081;0.34378079173736875
Ebnat-Kappel;2727500;1236000;0.011900994010237568;0.008963671242376174;0.5221551154046719;0.05694983507560852
Echallens;2538400;1165800;0.013626293081907681;0.06711109716787703;0.6974866319017935;0.22592054569759507
Echandens;2531100;1154000;0.006503782569481958;0.0549825819895924;0.573217187453358;0.3002147250685973
Echarlens;2572100;1166400;0.001972790248847619;0.013916140412746759;0.8184049627357131;0.09792085848881761
Echichens;2527900;1153200;0.007308128895308852;0.01806450718182688;0.8827911963187495;0.1030493435900816
Eclépens;2530100;1167200;0.002900882163263266;0.01640563090300968;0.5764339107709633;0.2049271574759065
Ecublens (FR);2551800;1162200;0.0007972071572544661;0.005358487345483927;0.715031182452743;0.08673853822992682
Ecublens (VD);2533000;1153500;0.031124395252928844;0.1784825390491253;0.2975117396300415;0.6154659193995687
Ederswiler;2592200;1252800;0.00028318702003964617;0.0028063135422374606;0.5987406630003812;0.043096904788618086
Effingen;2650100;1260100;0.0014778078944926074;0.007076495797890743;0.4713028275188776;0.08718392225191056
Egerkingen;2626800;1241300;0.009026288798406537;0.04260055553104276;0.2759554305738381;0.258154990574514
Egg;2694700;1239600;0.020932042254359056;0.04725381000653559;0.6243401280896744;0.19273740310234086
Eggenwil;2668100;1247000;0.0024606334346302028;0.03280972997309843;0.5507281951064098;0.138721216168501
Eggerberg;2634000;1128900;0.0008043463258268942;0.004368144394333677;0.16508387929274435;0.060778463885710975
Eggersriet;2753400;1256600;0.005566171763636407;0.020514334827732777;0.6181401645946757;0.10270150645556526
Eggiwil;2627300;1191600;0.0058850546265381935;0.0032012827068668807;0.5863849082866736;0.03600724680335794
Eglisau;2681600;1269900;0.012705340336064462;0.04599905901435524;0.3722669084030252;0.17851725736815752
Egliswil;2656600;1244600;0.003514850660492079;0.01832935042567342;0.5670753520635152;0.08432931977479191
Egnach;2746000;1267400;0.01118231770727981;0.019902028058800373;0.8497456152333959;0.15021949881106222
Egolzwil;2643100;1226200;0.003602900406218692;0.02827266958675581;0.6372376102281379;0.18085864589920608
Ehrendingen;2668700;1261600;0.011517858630183928;0.05182449247964041;0.6199444885081223;0.15817984827747242
Eich;2655300;1222500;0.00387894825768591;0.021419946601076992;0.6952395904646245;0.17049164703273145
Eichberg;2757500;1245900;0.0036171787433635478;0.021810313726466746;0.4867853796306009;0.11216389245793114
Eiken;2641500;1264700;0.005475742295052318;0.025333057443700967;0.49105107577916;0.23760824575847123
Einsiedeln;2699800;1220400;0.03832781634250875;0.012707991336995917;0.514160158291072;0.060443875377251315
Eischoll;2626300;1127000;0.001061356394434304;0.002470819896962144;0.2712528046108351;0.024131989662335925
Eisten;2635100;1116600;0.00046166623435034757;0.000398506452481356;0.09245743414496801;0.008129960576133055
Elfingen;2649800;1262000;0.0006996385200979493;0.005438161537252205;0.5035629454351397;0.03907530694569356
Elgg;2707700;1260900;0.011760590361646483;0.0158164191285458;0.5125920170209302;0.09814149131375308
Ellikon an der Thur;2704300;1269000;0.0021441302945858927;0.014010005256064292;0.7321869360407964;0.1303312834992624
Elsau;2702700;1262500;0.008678849261215038;0.035276009669901874;0.6102733753594294;0.19438021165590594
Embd;2630700;1118300;0.0006663224000932851;0.0016322800731708494;0.2314803382923253;0.02077886480788
Embrach;2687100;1262000;0.022419369040281568;0.05790425885552352;0.3573883162067808;0.20935202409856013
Emmen;2664800;1214100;0.07387373666462804;0.11895696635200424;0.4595267241886893;0.3919957429048562
Emmetten;2682200;1201200;0.0034268009147654663;0.004510572611795917;0.398287960189236;0.028320823143574782
Endingen;2664100;1265500;0.006103989129425987;0.016796869131870524;0.5182652573365345;0.09110358353229714
Engelberg;2673700;1186100;0.009961519881394612;0.0043642398974606846;0.2960685982588718;0.037617613817626384
Enges;2567600;1211800;0.0006330062800886209;0.0021673714684240786;0.5018116723361273;0.022585302614688902
Ennetbaden;2666100;1259100;0.00833140972402354;0.12951703087646654;0.21547843765069227;0.37651259671852644
Ennetbürgen;2674300;1204200;0.011372695535877891;0.040025645312104105;0.5382540030957919;0.16406952354382723
Ennetmoos;2667200;1199400;0.005233010563589764;0.012199677674308771;0.5250634727016511;0.06859324863775108
Entlebuch;2647600;1204800;0.00780549097252134;0.0044996507015351095;0.5415004099103052;0.0378998583443945
Epalinges;2541400;1155700;0.023071413103229996;0.1652340545519297;0.20385982955762127;0.577648101190106
Ependes (VD);2536600;1177300;0.0008471813372614625;0.00577726309972397;0.8241408935276077;0.09639084507300201
Eppenberg-Wöschnau;2644200;1247400;0.000778169374394658;0.014102184820113462;0.39847354335006535;0.18745622910360799
Epsach;2583400;1213200;0.000787688265824562;0.0075768875036868145;0.8510172429220871;0.06369188583522556
Eptingen;2628800;1248400;0.00127315172874967;0.0037353319525722365;0.5137349752436389;0.0531969695108602
Ergisch;2621200;1126900;0.00042597039148820727;0.0004731586765761003;0.2335861760367073;0.009752280620683512
Eriswil;2631300;1214300;0.0032697392061720493;0.009457816916083018;0.7369035672264801;0.06642153807825635
Eriz;2625900;1182000;0.001168443923020725;0.0017597089429556966;0.49398428297304703;0.027839362932857672
Erlach;2574000;1210300;0.0033030553261767133;0.031044256535297344;0.5019180053072639;0.15840976085212646
Erlen;2735100;1267900;0.008992972678401873;0.02419860946510931;0.7532432500908018;0.15720981656617886
Erlenbach (ZH);2687200;1239800;0.013307410219005895;0.15103811067265277;0.22444375023648108;0.5608194622896557
Erlenbach im Simmental;2608700;1167800;0.00412405971200594;0.003686957023624694;0.5530968599600766;0.035608798686586715
Erlinsbach (AG);2643200;1250100;0.01011858158998803;0.03366150779078673;0.35983246114704737;0.12917219628514687
Erlinsbach (SO);2642900;1249700;0.008459914758327245;0.031284787517547256;0.4729221271209796;0.1405745205305224
Ermatingen;2723600;1281300;0.008393282518317917;0.026320309964494353;0.44256683226455834;0.1480089751180453
Ermensee;2660700;1231000;0.002353545906043782;0.01356754434464791;0.5979741907694345;0.08627991727216805
Ernen;2654300;1138800;0.001170823645878201;0.0010857935748094258;0.35045715356537216;0.01657399145819001
Erschwil;2607800;1246800;0.002225040871740077;0.009822906757061663;0.37742723471655487;0.07294907328955778
Ersigen;2612000;1216000;0.004852254906393601;0.010294967038018224;0.6750376761919598;0.07714592861741658
Erstfeld;2692500;1186300;0.009150034386995291;0.0050792498749156235;0.11510776292862122;0.03865427962047103
Eschenbach (LU);2666900;1220500;0.008631254804065519;0.021431963570135458;0.7980631052960345;0.11372172428191649
Eschenbach (SG);2712300;1233200;0.02280726386605016;0.013629213626123703;0.6060849521180888;0.0861175794814595
Eschenz;2707800;1278500;0.004359652274896065;0.011916849313327909;0.568211057154265;0.10692273438595991
Eschert;2597000;1236000;0.0008733582886936987;0.004353688924893802;0.43844201426858;0.04062673915784776
Eschlikon;2715500;1258300;0.010661158401492562;0.05622181395772986;0.636282008644609;0.22387551115387835
Escholzmatt-Marbach;2637800;1196000;0.010354174152878155;0.003192013208007149;0.5165904344973177;0.029972954146717586
Essertes;2550200;1157000;0.0009042946858408869;0.017868690768084335;0.8097130791169413;0.09910062786758156
Essertines-sur-Rolle;2513900;1149600;0.0017252990716701132;0.008142737350420703;0.7622983366992734;0.0792027485895843
Essertines-sur-Yverdon;2538800;1174000;0.002453494266057775;0.008254129415044555;0.7423314179791918;0.06215365966236749
Estavayer;2555000;1188900;0.023230854534680892;0.018993067138219206;0.741386073698756;0.1437033041291977
Etagnières;2536700;1161300;0.002722402948952565;0.023623892024365458;0.8137749507067327;0.1066451903394736
Etoy;2521800;1148800;0.006977347418119686;0.04651747014610295;0.7307434414819978;0.2695809000917212
Ettingen;2608000;1258900;0.012741036178926602;0.06612695318844954;0.36368932982961705;0.17593472927372217
Ettiswil;2643900;1222200;0.00649664340090953;0.01693944707855991;0.7750732848047441;0.108401205956422
Etziken;2615800;1226200;0.0021822058603055087;0.02124010499183449;0.5804399033133305;0.1403435449319247
Evilard;2585000;1222000;0.006315784463741353;0.0559907672680029;0.3305149021380746;0.29976589783196556
Evionnaz;2568000;1114200;0.003105538329006204;0.002118669805227565;0.12025847187307856;0.022458445281305226
Evolène;2604400;1106900;0.003971757449127475;0.0006208775839838407;0.20514102970198286;0.009016017662776486
Eysins;2505200;1137400;0.004128819157720892;0.0569036004724961;0.782544120219362;0.20911912150559614
Fahrni;2616500;1182500;0.0019489930202728591;0.009570280427750717;0.7367264171852387;0.052489108827460974
Fahrwangen;2660800;1238500;0.0054257681150453214;0.044382084789705664;0.6232709941679985;0.17825040699913627
Fahy;2563300;1252000;0.0008305232772591304;0.0035015719484702596;0.5801891806390974;0.08877232467660094
Faido;2704600;1148400;0.006875019335248217;0.0017006746657627803;0.1566895104636707;0.03400317337189586
Falera;2736900;1184900;0.0014754281716351314;0.0021643979540676432;0.6556701031090063;0.02714182184819112
Faoug;2572500;1195300;0.002096535837436372;0.01976122617279255;0.5980563023034571;0.1973848824024652
Farnern;2613900;1235100;0.000511640414357344;0.004560451754414662;0.7125547239042281;0.04507042253810752
Fehraltorf;2699200;1249400;0.015432502730731979;0.053453632787478826;0.5762995117317847;0.1969755374728768
Fehren;2610600;1249500;0.0014468714973454192;0.03206705585712288;0.5980774589199525;0.15978302245779702
Felben-Wellhausen;2713200;1271000;0.0068274248780986965;0.030345298283002812;0.6056212108603454;0.16021603881978044
Feldbrunnen-St. Niklaus;2608900;1230000;0.0023583053517587343;0.030818901684062035;0.40214432990685717;0.15628169014502724
Felsberg;2755500;1190400;0.006161102478005411;0.015081497846732789;0.19913306586472082;0.052982570556910795
Ferden;2624700;1138100;0.0005949307143690046;0.000698943095623366;0.19309758715941686;0.008107425918245129
Ferenbalm;2582700;1198800;0.0029413374518403586;0.010521226245417679;0.7456219331421597;0.11673534657636334
Ferpicloz;2579300;1177400;0.0006330062800886209;0.020356292809807806;0.7606630281466557;0.16128141398037232
Ferrera;2753800;1154100;0.00019037782859808146;8.275426976560722e-05;0.2707333472396883;0.0039523994464437965
Ferreyres;2527000;1167900;0.0007567518686773738;0.00785520026759894;0.5686585010759256;0.05801580644056662
Feuerthalen;2690400;1283000;0.00860031840691833;0.11375059891339598;0.12239175258034783;0.44005633803994515
Feusisberg;2699200;1227100;0.012731517287496698;0.023863434987924426;0.5192127459860424;0.11110574254945213
Fey;2542200;1169600;0.0017871718659644897;0.007986584694313372;0.7412690264224644;0.05811991735437222
Fideris;2775500;1198600;0.001415935100198231;0.001831407299883775;0.6415195706014397;0.03206685831423841
Fiesch;2653400;1139300;0.002120333066011132;0.006299786842587838;0.3296167638102173;0.07171106348262325
Fieschertal;2654200;1141800;0.0007615113143923258;0.00014450161271892592;0.025866569451567834;0.001428095164967794
Fiez;2537900;1186600;0.001058976671576828;0.005085767846123609;0.6787774194642172;0.03019585944108975
Finhaut;2564300;1103600;0.0008852569029810789;0.0012724611282770204;0.029716042688982668;0.027057079314949415
Finsterhennen;2580300;1208200;0.0013826189801935667;0.012703551150165927;0.780559646573952;0.11520100995660398
Fischbach;2635600;1222800;0.001665806000233213;0.006787649123321708;0.8807508848238537;0.057546773174075194
Fischbach-Göslikon;2665900;1246900;0.0038242146319639615;0.04085965785511047;0.5446234944670835;0.19631706091933807
Fischenthal;2712100;1243400;0.005987382709409662;0.006494505282067742;0.35424006233247607;0.04702927542041346
Fischingen;2715500;1252600;0.0066679834466478035;0.007152335438186653;0.5107497596415032;0.06438631791158217
Fisibach;2672900;1268400;0.0012136586573127694;0.0068994041777774955;0.4737942470385269;0.08627991727216805
Fislisbach;2664400;1254300;0.013212221304706853;0.08581739037258009;0.48876449743477357;0.26105853873938045
Flaach;2688000;1270100;0.003379206457615946;0.010898948885963204;0.5560339599766442;0.08568075117257457
Flawil;2731900;1252800;0.02480861078918749;0.07094631946259065;0.5435360465866442;0.26152034157178716
Flerden;2750600;1174300;0.0005877915457965765;0.0031658977559026686;0.5454916014650432;0.042346335013105044
Flims;2740800;1189000;0.006929752960970165;0.004501085026788003;0.3579808034253521;0.04584582405531137
Flumenthal;2612200;1231700;0.0023892417489059224;0.02519942018606106;0.5392957557968485;0.20363087622094223
Flums;2744500;1217400;0.011634465050200254;0.005078182175434673;0.5607819584200606;0.04212238046197229
Flurlingen;2689400;1282000;0.003514850660492079;0.04783884405627072;0.18590922699222867;0.2346443807781102
Fläsch;2757700;1210400;0.0019870685859924753;0.0032687262138939703;0.37850295845060217;0.025768646968576905
Flüelen;2690400;1195600;0.004666636523510472;0.012364432083976109;0.25800609749504344;0.0695940347966511
Flühli;2644000;1192600;0.004590485392071239;0.0013920108559645503;0.48659145252131775;0.025682822996884472
Fontaines-sur-Grandson;2537500;1187400;0.000511640414357344;0.0021351733408170315;0.5153859154086281;0.02463456654192684
Fontenais;2573000;1250300;0.0040360099662793275;0.00662262673831907;0.4974162274885959;0.06023824468978102
Forel (Lavaux);2548700;1154600;0.004911747977830502;0.008704032396253553;0.7019123488194288;0.08011706603256652
Forst-Längenbühl;2606400;1179200;0.0018490446602588662;0.01347800861167629;0.7381716392162023;0.08624817336611086
Founex;2504100;1132100;0.008985833509829445;0.06153379447075251;0.7155674416981171;0.33125110494689264
Fraubrunnen;2606500;1215000;0.012326964401725775;0.012671271020324995;0.6904669003593518;0.07814984999265472
Frauenfeld;2709600;1268400;0.061351634988589226;0.07355308455938316;0.4673665027662029;0.309427051678703
Frauenkappelen;2592300;1200400;0.0029222996689805504;0.01031810343443134;0.46278439388567716;0.06980026711722001
Freienbach;2701400;1228700;0.03927970548549916;0.09336411372768852;0.4206662986990681;0.3422270235457779
Freienstein-Teufen;2686300;1265100;0.005685157906510208;0.022200056926737117;0.42191401519188243;0.09985814166013705
Freienwil;2666900;1261800;0.002470152326060107;0.02030680891525558;0.5682474226944721;0.09767605634064204
Freimettigen;2614400;1190700;0.0010803941772941123;0.011972404080237824;0.7014488715781801;0.05905024742960839
Frenkendorf;2620900;1261400;0.015358731322150222;0.10975732148701929;0.29867835497646217;0.31447251844503515
Fribourg;2577900;1183600;0.09089827398701147;0.321290957500103;0.1440647064406779;0.6523859124597118
Frick;2643900;1262000;0.013457332759026884;0.04431905537941438;0.5030969196042003;0.24853433537989034
Froideville;2542100;1161300;0.006289607512309116;0.02913943520500675;0.4203013481299869;0.10398860395067012
Frutigen;2616000;1159700;0.016515276630883566;0.007494774163656014;0.5822132865917249;0.04678666744660415
Fräschels;2582500;1205200;0.0010803941772941123;0.011394956936849216;0.7830455053554568;0.10805597918880713
Fulenbach;2630000;1236100;0.004247805300594693;0.031101220396784156;0.5451693997124578;0.17711188830614807
Full-Reuenthal;2657500;1273800;0.002094156114578896;0.014251246706299289;0.5846166900495163;0.13962789076852525
Fully;2574900;1109700;0.020777360268623115;0.01802973787715429;0.3219164091089959;0.06763912404800725
Furna;2770500;1200900;0.0004807040172101557;0.0004732205556227453;0.5511572746919874;0.011441279255939978
Fällanden;2690700;1247300;0.02067741190860912;0.10630809675771209;0.3986254295480072;0.3346399149568425
Féchy;2518000;1148300;0.002046561657429376;0.024862907342621296;0.7677921281942546;0.23697575792465148
Fétigny;2560100;1183100;0.0025415440117843874;0.0203331479362997;0.832341244764924;0.12883690348091253
Füllinsdorf;2621900;1261700;0.010918168470099972;0.07751730369061509;0.4035982276553468;0.31089343835620703
Fürstenau;2753500;1176400;0.0008495610601189386;0.021111131424395514;0.5463917525908386;0.11072589383535746
Gachnang;2706500;1266200;0.010601665330055661;0.03570310407473302;0.7048064519576447;0.18199532900205337
Gais;2752200;1247700;0.0072962302810214725;0.011283626608269818;0.5105839007858289;0.06980496843031872
Gaiserwald;2743200;1254400;0.019815952234202804;0.051463869661820094;0.5420690330319687;0.20010251385887598
Galgenen;2708800;1226700;0.012438811376027148;0.030746720617459485;0.54969820796824;0.10966099163251207
Galmiz;2578700;1199900;0.0017300585173850654;0.006277449169617262;0.7743082233573025;0.08234501558642895
Gals;2570500;1208600;0.0019823091402775233;0.008293658772475775;0.5795902387854744;0.08329470494293324
Gambarogno;2709600;1111700;0.01222225659599683;0.007739492428832481;0.10080404795239103;0.0870891564896545
Gampel-Bratsch;2623400;1129400;0.004654737909223092;0.006626795979708195;0.31432341164489047;0.0423757294295847
Gampelen;2571100;1207100;0.0022678758831746453;0.007017852883819432;0.6343525460486851;0.11489009812420128
Gams;2751800;1230100;0.008448016144039864;0.012443007432696593;0.6268300357433443;0.09875591069137515
Gansingen;2652400;1266000;0.0025058481689222475;0.009372296133565909;0.5911983655548337;0.07963040200142672
Gebenstorf;2660600;1259100;0.012995666524676536;0.07544682237678876;0.2943589371536749;0.28238444751319053
Gelterkinden;2631400;1257100;0.014916102870659684;0.050027333752720046;0.37134506006073437;0.18732250204867484
Geltwil;2667000;1233500;0.0005259187515022001;0.00525939336787339;0.8789053879970039;0.05030796399472655
Gempen;2616600;1258300;0.0021441302945858927;0.011741273189384113;0.574763853669891;0.06544459386330063
Gempenach;2581700;1198900;0.0007448532543899937;0.014630025759924614;0.8395775710248968;0.06269323257181855
Genolier;2506100;1143300;0.004752306546379609;0.032074435379068206;0.4866829630862684;0.19503412221366992
Genthod;2501100;1124600;0.006758412915231892;0.07724202799975734;0.4044465642326874;0.5634805272798677
Genève;2500000;1117900;0.4853468565050914;1.0;0.016505226003913534;0.9472872477042232
Gerlafingen;2610100;1224400;0.012698201167492033;0.22514448689325045;0.0982926962364526;0.8214472017078979
Geroldswil;2673400;1252600;0.011741552578786674;0.19955336731187182;0.21855670103633543;0.4924388435793751
Gersau;2682700;1205100;0.005535235366489219;0.012652461767197075;0.43376504030557766;0.06801953784379207
Gerzensee;2608200;1187600;0.0029294388375529787;0.012303374495936594;0.7387832147399288;0.09215343276500128
Geuensee;2650700;1227700;0.006839323492386077;0.034673661692249565;0.7953696430011227;0.12952051342036747
Gibloux;2571500;1174500;0.018100172053962596;0.016464472581541118;0.69584774688732;0.11898522919614186
Giebenach;2623100;1263600;0.002501088723207295;0.06122307546811249;0.6244477172154502;0.2551096050547142
Giez;2537400;1184800;0.0009828255401375956;0.006772676367651222;0.6368843069827683;0.058198246087050376
Giffers;2582600;1178900;0.0038979860405457182;0.02449405105652525;0.7026535013658389;0.14011516319811576
Gilly;2512300;1145800;0.003257840591884669;0.01377079303971427;0.6028663523819265;0.10095716417608196
Gimel;2513200;1151500;0.005321060309316377;0.009244576778089838;0.3507771484416688;0.058721445548895364
Gingins;2503100;1140500;0.0029437171746978345;0.007687715175659388;0.3746686303948372;0.06528057232245117
Giornico;2710600;1140000;0.0019823091402775233;0.003331059671078754;0.048630263399347555;0.07888764814056178
Gipf-Oberfrick;2642500;1260900;0.008676469538357563;0.027984202568174802;0.5367306018029707;0.10301889929993994
Gisikon;2672900;1220000;0.003360168674756138;0.10205356150837981;0.5165885660560805;0.28040973109341943
Giswil;2657100;1187800;0.008702646489789799;0.003322756113775747;0.38711760260133077;0.027050779651428117
Givisiez;2576500;1184800;0.00756037951820131;0.07167345507125528;0.3747586084402002;0.41482323340405863
Givrins;2504900;1142700;0.0024368362060554426;0.020184685878739485;0.46873201115798924;0.14091656542348932
Gland;2509700;1141700;0.0313671269843914;0.12366370622311645;0.49612632255866707;0.4090564895208057
Glarus;2723700;1211300;0.029772712669882465;0.009419205239310554;0.2874913160483503;0.04258394545832267
Glarus Nord;2723200;1217800;0.044324717943348316;0.009891201130251857;0.4068866848884179;0.06124131749656843
Glarus Süd;2724300;1206100;0.022495520171720802;0.001715884804290955;0.3148810211479971;0.016472316667483063
Glattfelden;2680000;1268000;0.012415014147452387;0.03310800024465864;0.49744786597519464;0.2009450841772084
Gletterens;2561800;1193900;0.0026105559746511923;0.03318976259861135;0.6413246826076204;0.23024634288926013
Goldach;2752800;1260000;0.02261688603745208;0.1575080464140715;0.3158467093418354;0.5748202294520023
Gollion;2528700;1159800;0.0022345597631699813;0.013448886067020603;0.8774174128876887;0.08442993728901996
Gommiswald;2720000;1232300;0.012417393870309863;0.012125824972970128;0.5280433817470856;0.07363706757816775
Goms;2663400;1148700;0.0028175918632516055;0.000716994805724833;0.28446605353693527;0.014032083319248746
Gondiswil;2632900;1221800;0.0017324382402425413;0.0060453402616396515;0.7580675329094779;0.06035143625865729
Gonten;2744700;1243700;0.0034386995290528466;0.004561009272500969;0.6470196359850809;0.06228810667208941
Gontenschwil;2653400;1235800;0.005161618877865484;0.01738272339908941;0.6567909066760443;0.13814373424595033
Gordola;2710000;1115500;0.011103786852983102;0.05248104672602392;0.11494696814098837;0.22222673212566524
Gossau (SG);2736500;1253200;0.04309202150317574;0.051380357279517126;0.6626792101730973;0.22481829751728385
Gossau (ZH);2699600;1240400;0.02446355097485347;0.043945009823228014;0.7253410165231012;0.19418475919392889
Gottlieben;2727400;1280600;0.0007924477115395141;0.0812290697421892;0.15611192935850174;0.4112676056448086
Goumoëns;2536100;1167800;0.0027128840575226607;0.008324235732162785;0.7886066531844603;0.07323415658069218
Graben;2621300;1229600;0.0008138652172567983;0.00844804557007756;0.5756935184740378;0.07459901364495405
Grabs;2751900;1227700;0.017007879262381103;0.010208239252995393;0.537998024132899;0.05452981238399446
Grancia;2715500;1091800;0.0011018116830113964;0.05924727500776314;0.036426116835746626;0.5826291080310844
Grancy;2525400;1160600;0.0009447499744179793;0.005465434227568033;0.7492263463236922;0.04930828309695332
Grandcour;2561200;1191300;0.0022654961603171694;0.007285410058698919;0.8618233906295709;0.06941649899199848
Grandevent;2536500;1187800;0.0005259187515022001;0.005014770420839042;0.49238791652558483;0.03287749754834461
Grandfontaine;2562300;1249100;0.0009233324687006951;0.0033764203331675367;0.7069515636855328;0.06892753167719665
Grandson;2539400;1184400;0.007950654066827377;0.03322186761321379;0.7099612581845763;0.2475464250432442
Grandval;2599000;1236900;0.0009423702515605032;0.0037467823160361145;0.4846488206820944;0.04372529221243772
Grandvillard;2573000;1154200;0.0020156252602821874;0.002718548366860876;0.5156249338251289;0.040146344572341945
Granges (Veveyse);2553300;1152800;0.0020560805488592797;0.015121542979972999;0.7529693950474962;0.11040741087478555
Granges-Paccot;2577400;1186000;0.008978694341257018;0.07381270717725487;0.5035103745712208;0.3201640221536382
Grangettes;2563400;1169700;0.0005282984743596761;0.005235307616440515;0.751288659812403;0.052020456076039986
Gravesano;2714400;1100000;0.0032721189290295253;0.15116859400602597;0.16557325834430284;0.5919760990778135
Greifensee;2693600;1246800;0.012814807587508359;0.18517274937183129;0.375493891646404;0.5027610597219049
Grellingen;2611300;1254600;0.00445246146633763;0.044391018953109276;0.22849109654792144;0.2025181391744336
Grenchen;2596700;1226900;0.04156899887439109;0.05238250215939945;0.41336088808651616;0.2128199303282304
Greng;2573800;1195600;0.0004116920543433512;0.01406669575855796;0.7998724625703062;0.14839552780256268
Grengiols;2650400;1135900;0.0010113822144273078;0.0005668939694309992;0.21489728587542015;0.00931026102475619
Grens;2504000;1138800;0.000909054131555839;0.011693389256744595;0.9727915908529352;0.09273681303614366
Greppen;2675300;1212000;0.0027723771289595613;0.02739082203003654;0.5234891043139832;0.1354474149853148
Gretzenbach;2642200;1245300;0.006613249820925855;0.037208076242986096;0.45735707597420266;0.21339356895500633
Grimisuat;2595800;1123200;0.008350447506883348;0.061551775029301675;0.5168570632911387;0.2848306052329743
Grindel;2604800;1247800;0.0012374558858875295;0.013178617451157254;0.46219367927122956;0.06742091895631126
Grindelwald;2645700;1163900;0.00906674408698363;0.0017363431006187635;0.3167885881872195;0.018422311626971864
Grolley;2571900;1187000;0.004692813474942708;0.028825900152001184;0.7087773388299079;0.1691193892284694
Grono;2731900;1123300;0.0033458903376112816;0.002955817362958623;0.09099167424245753;0.02936834154796901
Grossaffoltern;2594100;1212800;0.007212939981009811;0.015689236850897344;0.6799221016621837;0.11137365810157197
Grossdietwil;2634000;1224500;0.0020322833202845196;0.006535441376725313;0.7767333737532388;0.0675365921036383
Grosshöchstetten;2615200;1195100;0.009878229581382953;0.046755932522030384;0.6949788622646181;0.17604620531175336
Grosswangen;2646300;1220400;0.007731719563939584;0.012873620714003605;0.844524372140483;0.07247235951827742
Grub (AR);2756200;1257400;0.0024106592546232065;0.01878211839959197;0.6192439863060432;0.12484909454136921
Gruyères;2572700;1159200;0.005263946960736953;0.006071175049306055;0.44202478858825633;0.05631824656066203
Gryon;2571000;1124800;0.0032078664118776728;0.006913412398495784;0.30945446173755353;0.115517018011542
Grächen;2630900;1116000;0.0029341982832679307;0.006749331749274951;0.1402379954137791;0.06921754933650019
Gränichen;2650000;1245400;0.01902350452266329;0.03621563386666766;0.3143017372675704;0.14042123112065916
Grône;2601300;1122200;0.005823181832243817;0.009409253207850223;0.20334619027513437;0.08424287085112764
Grüningen;2700200;1237900;0.008664570924070183;0.032370051281725605;0.6744035345795729;0.1680321931340741
Grüsch;2768000;1205700;0.005035493566419255;0.0038145647523080348;0.4671094003125883;0.029695269590653817
Gsteig;2586800;1137100;0.0023083311717517377;0.0012128179716374605;0.40546084555848566;0.014001019896571858
Gsteigwiler;2633300;1167100;0.0009566485887053594;0.004469986025579161;0.24560425868030364;0.04680143449322426
Guggisberg;2591600;1179600;0.003624317911935976;0.002165038801373239;0.5735373300739844;0.03068602698899019
Gunzgen;2629500;1240600;0.003936061606265334;0.03285187632527886;0.507163626761002;0.28999638864578864
Gurbrü;2583000;1201500;0.0006282468343736688;0.011079195022803098;0.7655328298787348;0.19243805076853002
Gurmels;2579700;1193600;0.010480299464324385;0.019825102512003197;0.7538182512433935;0.10591092857889058
Gurtnellen;2691000;1177100;0.0012564936687473377;0.0004947137855859764;0.12642801610003535;0.013559356376137503
Gurzelen;2607200;1181000;0.0020441819345719;0.014834467227529693;0.8830081001847343;0.06885060361916642
Guttannen;2665200;1167600;0.0006044496057989086;9.871408057951507e-05;0.04167855830762916;0.005016956945345524
Guttet-Feschel;2617500;1130400;0.0009709269258502155;0.0030534659334269876;0.40100220842847845;0.03654395151196385
Gy;2508900;1123000;0.001149406140160917;0.011459573569993343;0.6474485343871534;0.08380060929618623
Gächlingen;2679700;1284200;0.002084637223148992;0.009590291344219556;0.8093569927705407;0.08128381942907661
Göschenen;2687900;1169100;0.0010256605515721639;0.0003230243195381602;0.0707323617128841;0.008491552411776534
Gündlischwand;2636300;1164700;0.0008495610601189386;0.0016547917740324704;0.3551383484046632;0.01655370505635848
Günsberg;2610500;1234100;0.0027985540803917974;0.017451742727822978;0.5092783504744565;0.10669678447750316
Güttingen;2739000;1274200;0.003952719666267666;0.013590595361258997;0.6515550187542654;0.11507749426505137
Habkern;2632500;1175100;0.0015420604116444599;0.0009912122530435087;0.431023321346747;0.013517920712474422
Habsburg;2656300;1257100;0.0010042430458548797;0.014771507265409788;0.3268593520431388;0.09180080483583693
Hagenbuch;2709200;1264400;0.00258199930036148;0.010417329884214139;0.6690784897299566;0.1009245657998839
Hagneck;2580900;1211800;0.0009804458172801196;0.017478196494075525;0.708832543848466;0.1389417586276618
Hallau;2676500;1283400;0.005252048346449573;0.011245034500629157;0.539268000953549;0.10053803918973271
Hallwil;2655700;1242300;0.00209177639172142;0.03147383081045073;0.755014058115588;0.19161331630371922
Halten;2612500;1224300;0.0019894483088499513;0.035273761444396326;0.6684579952350959;0.19141444415160122
Hasle (LU);2646600;1203400;0.004131198880578368;0.0033616627911121264;0.5365016961143052;0.033397009883006396
Hasle bei Burgdorf;2616500;1207300;0.007914958223965237;0.011860246290395522;0.6421100158447532;0.0792703300155016
Hasliberg;2656300;1177900;0.0027390610089548973;0.0021524848497178808;0.5747910365503041;0.03324618368849532
Hauenstein-Ifenthal;2631500;1247100;0.0007329546401026137;0.004493804335593216;0.5577106024096754;0.08326039097419993
Hauptwil-Gottshaus;2739000;1261900;0.004742787654949705;0.012455526345692658;0.7695781519180102;0.08218777091318531
