Administrative;Administrative_Duration;Informational;Informational_Duration;ProductRelated;ProductRelated_Duration;BounceRates;ExitRates;PageValues;SpecialDay;Month;OperatingSystems;Browser;Region;TrafficType;Weekend;VisitorType_New_Visitor;VisitorType_Other;VisitorType_Returning_Visitor
1;0.0;2;23.75;193;6784.671131;0.004931973;0.021157516;0.0;0.0;11;2;2;7;2;True;0;0;1
1;6.5;0;0.0;10;511.25;0.0;0.0074074069999999;7.848538777999999;0.0;12;2;5;3;8;True;1;0;0
7;91.25;1;0.0;95;2900.791667;0.003960396;0.023267327;4.48567854;0.0;11;2;2;1;2;True;0;0;1
0;0.0;0;0.0;18;628.8333332999999;0.0;0.005555556;0.0;0.0;3;1;1;2;2;True;0;0;1
9;72.94444444;2;125.0952381;17;318.0730159;0.008695652;0.0353974529999999;0.0;0.0;3;3;2;8;2;False;0;0;1
0;0.0;0;0.0;13;324.0;0.0;0.003030303;0.0;0.0;5;2;2;2;2;True;1;0;0
3;22.0;0;0.0;15;259.75;0.0;0.010416667;88.80448992;0.0;12;2;2;1;2;True;0;0;1
0;0.0;0;0.0;14;1340.75;0.0;0.015384615;57.58892308;0.6;5;4;1;3;4;False;1;0;0
0;0.0;0;0.0;2;15.0;0.0;0.1;0.0;0.0;5;2;6;7;3;False;0;0;1
0;0.0;0;0.0;5;143.5;0.0;0.04;0.0;0.0;3;2;5;3;3;False;0;0;1
9;443.2916667;1;0.0;74;3615.889239;0.0070281119999999;0.016930138;1.119759036;0.8;5;2;2;3;1;False;0;0;1
0;0.0;0;0.0;25;711.1666667000001;0.0;0.016;0.0;0.0;12;2;2;2;3;False;0;0;1
0;0.0;0;0.0;26;1380.833333;0.0;0.018055556;0.0;0.0;5;2;6;4;13;False;0;0;1
0;0.0;0;0.0;19;989.3333332999998;0.0;0.011111111;25.109;0.0;5;3;2;1;2;True;1;0;0
0;0.0;0;0.0;19;806.8333332999999;0.0;0.010526316;28.03452632;0.2;5;2;2;2;2;False;0;0;1
7;150.3571429;1;9.0;221;11431.00124;0.011148992;0.0219041089999999;1.582473154;0.0;11;2;5;1;2;True;0;0;1
0;0.0;0;0.0;4;34.0;0.1;0.15;0.0;0.0;3;3;2;6;1;False;0;0;1
8;57.5;0;0.0;44;845.8333332999998;0.004255319;0.012765957;19.29753191;0.6;5;2;2;1;3;False;0;0;1
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;11;1;1;4;1;False;0;0;1
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;12;2;2;3;1;True;0;1;0
0;0.0;0;0.0;73;1209.761905;0.0028169009999999;0.007668232;0.0;0.0;5;2;4;3;1;True;0;0;1
8;92.93333333;0;0.0;78;2063.642844;0.0074074069999999;0.011934156;0.0;0.0;9;3;2;6;13;False;0;0;1
0;0.0;0;0.0;2;0.0;0.2;0.2;0.0;0.0;6;1;1;3;2;False;0;0;1
0;0.0;0;0.0;2;25.0;0.0;0.1;0.0;0.0;5;2;2;1;5;True;0;0;1
1;61.5;0;0.0;13;949.75;0.0;0.007692308;51.75775772;0.0;12;1;1;1;2;False;1;0;0
0;0.0;0;0.0;3;31.0;0.066666667;0.133333333;0.0;0.0;5;2;2;4;3;False;0;0;1
1;0.0;2;6.0;9;195.1666667;0.0;0.066666667;0.0;0.0;6;4;2;3;4;False;0;0;1
0;0.0;0;0.0;6;111.6;0.0;0.016666667;24.9184548;0.0;10;1;2;3;2;True;0;0;1
0;0.0;0;0.0;24;1151.0;0.0;0.0125;44.20382094;0.0;11;2;2;3;8;True;1;0;0
5;473.1666667;2;195.4;111;4022.812148;0.003571429;0.012351425;0.0;0.0;8;3;2;9;5;False;0;0;1
2;45.44444444;1;40.66666667;57;851.6426534;0.0;0.007923497;3.077836066;0.0;3;2;4;3;1;True;0;0;1
0;0.0;0;0.0;6;65.66666667;0.066666667;0.1;0.0;0.0;5;2;2;2;3;False;0;0;1
7;190.2628205;4;195.0;124;3197.2900640000003;0.010320513;0.01989345;7.059929851000001;0.0;11;3;2;6;2;True;0;0;1
5;613.5;0;0.0;470;14129.8808;0.0;0.00362107;13.38149414;0.0;11;4;2;9;2;True;0;0;1
0;0.0;0;0.0;15;281.73809520000003;0.0;0.001923077;57.82473775;0.0;11;2;4;1;2;False;1;0;0
5;136.0;0;0.0;30;2205.666667;0.0;0.012121212;47.26060606;0.0;5;2;2;4;6;False;0;0;1
3;33.0;0;0.0;2;26.0;0.013333333;0.07;0.0;1.0;5;1;1;3;4;True;0;0;1
2;143.25;0;0.0;38;2508.413853;0.0;0.00745614;54.16451768;0.0;11;2;2;7;2;False;0;0;1
4;98.0;4;216.0;17;1243.5;0.0;0.008695652;32.80852174;0.0;5;1;1;2;2;False;1;0;0
2;167.88888889999998;2;825.5;117;5256.472341;0.004030055;0.014604028;3.187495058;0.0;11;3;2;5;8;False;0;0;1
2;29.0;1;0.0;9;536.0;0.0;0.018181818;37.51854545;0.0;5;2;2;3;4;False;1;0;0
0;0.0;0;0.0;7;139.5;0.0;0.028571429;0.0;0.0;5;3;2;3;2;False;0;0;1
7;89.5;0;0.0;26;1163.333333;0.0;0.009375;26.983125;0.0;5;3;2;3;4;False;1;0;0
6;333.54;0;0.0;12;568.1;0.0;0.0125;19.63031016;0.0;11;2;4;5;2;False;1;0;0
3;29.81515152;0;0.0;189;7190.547947;0.001396161;0.014604116;39.29216261;0.0;11;2;2;1;2;False;0;0;1
2;24.5;1;710.0;66;4566.9528390000005;0.006470588;0.018141923;0.0;0.0;3;3;2;2;2;False;0;0;1
3;319.4;1;251.8;53;2525.307766;0.0;0.010606061;52.97841866;0.0;7;2;2;9;4;False;0;0;1
4;1764.0;1;0.0;3;86.0;0.0;0.033333333;0.0;0.0;5;3;2;4;5;False;1;0;0
1;63.4;0;0.0;3;120.4;0.0;0.0;42.29306752;0.0;10;1;1;3;3;False;1;0;0
4;70.83333333;1;30.0;27;1150.1920630000002;0.003125;0.0125;23.554375;0.0;5;2;2;1;2;False;0;0;1
2;34.2;0;0.0;5;63.4;0.0;0.028571429;0.0;0.0;7;4;1;2;2;False;1;0;0
0;0.0;0;0.0;21;399.8511905;0.0;0.023933659;0.0;0.0;3;3;2;1;1;False;0;0;1
0;0.0;0;0.0;20;447.5;0.02;0.04;0.0;0.0;3;2;2;1;1;False;0;0;1
5;64.9;0;0.0;21;1922.15;0.0;0.009333333;60.62885042;0.0;11;3;2;1;2;False;1;0;0
7;213.3916667;0;0.0;32;1350.391667;0.0;0.017877551;0.0;0.0;3;2;2;1;8;True;0;0;1
4;207.0;0;0.0;31;1592.233333;0.0;0.0115740739999999;57.06546413;0.0;12;2;2;4;1;False;0;0;1
0;0.0;0;0.0;15;75.0;0.08;0.12;0.0;0.6;5;2;2;6;2;False;0;0;1
12;317.62820510000006;2;256.5;81;3675.940705;0.006741573;0.017420532;11.62288468;0.0;12;2;2;1;10;True;0;0;1
1;3.0;0;0.0;7;114.8333333;0.014285714;0.007142857;0.0;0.0;3;3;2;1;10;False;0;0;1
0;0.0;0;0.0;18;708.25;0.0;0.045098039;0.0;0.0;3;1;1;1;3;False;0;0;1
7;172.375;2;52.5;226;12900.7676;0.004361055;0.017955889;44.69642794;0.0;11;2;2;1;2;False;0;0;1
9;65.16666667;0;0.0;123;5969.573168;0.001538462;0.0139230769999999;10.69237969;0.0;11;2;1;1;2;False;1;0;0
0;0.0;1;51.0;29;1225.5;0.0;0.010344828;25.90331034;0.0;5;4;2;1;4;False;1;0;0
4;15.0;1;17.0;17;490.0;0.0;0.027272727;15.66445171;0.0;3;2;2;4;10;False;0;0;1
1;14.0;1;0.0;14;710.25;0.0;0.017777778;0.0;0.0;3;2;2;1;1;False;0;0;1
6;124.2;0;0.0;5;94.6;0.0;0.022222222;0.0;0.0;11;1;1;2;5;False;1;0;0
3;62.14285714;0;0.0;23;1046.916667;0.0;0.004347826;17.37391304;0.0;5;2;2;7;1;True;0;0;1
1;78.0;0;0.0;21;555.8944444;0.0;0.002380952;24.75047619;0.0;3;1;1;1;2;False;1;0;0
0;0.0;3;201.9;27;393.3;0.0;0.0066666669999999;3.92827844;0.0;9;2;2;1;4;False;0;0;1
2;46.4;1;29.2;12;303.24642860000006;0.0;0.015384615;0.0;0.0;10;1;1;3;2;True;1;0;0
0;0.0;0;0.0;60;1147.615584;0.004285714;0.024416667;0.0;0.8;5;2;4;5;2;False;0;0;1
9;241.8416667;0;0.0;25;673.0333333;0.002150538;0.005222734;27.97341787;0.0;11;1;1;3;2;False;1;0;0
2;90.17857143;2;88.5;19;1214.307692;0.022727273;0.0316774889999999;15.52703405;0.0;11;1;1;4;2;False;0;0;1
3;109.7;0;0.0;16;852.3;0.011764706;0.043137255;0.0;0.0;10;2;2;1;3;False;0;0;1
0;0.0;0;0.0;3;21.0;0.0;0.066666667;0.0;0.0;11;2;4;2;2;True;0;0;1
0;0.0;0;0.0;3;78.0;0.0;0.066666667;0.0;0.0;2;1;2;6;6;True;0;0;1
10;382.8333333;4;319.3;72;4163.797619;0.000297619;0.010912698;12.0921619;0.0;3;2;2;6;2;False;0;0;1
0;0.0;1;44.0;14;549.5;0.0;0.013333333;43.252;0.2;5;2;4;1;2;False;1;0;0
0;0.0;3;83.0;18;511.5;0.00952381;0.028571429;0.0;0.0;5;2;2;6;1;False;0;0;1
8;256.5;1;0.0;57;1319.366667;0.006774194;0.032699169;3.373062968;0.0;11;3;2;3;2;True;0;0;1
0;0.0;0;0.0;41;898.15;0.0;0.011282051;19.51010101;0.0;12;2;5;3;1;False;0;0;1
3;86.5;0;0.0;30;2623.916667;0.0066666669999999;0.007619048;23.00194502;0.0;12;2;5;1;2;True;1;0;0
1;4.0;0;0.0;15;377.5;0.0;0.002040816;69.71321409999999;0.0;11;8;13;9;20;False;0;1;0
0;0.0;0;0.0;6;109.25;0.0;0.033333333;0.0;0.0;12;8;13;9;20;False;0;1;0
0;0.0;0;0.0;30;390.6666667;0.0066666669999999;0.056666667;0.0;0.0;3;2;6;6;1;False;0;0;1
5;193.0;1;13.0;66;2049.458471;0.004489796;0.012765306;29.45815149;0.0;3;3;2;3;1;True;0;0;1
4;391.3;0;0.0;24;1015.3;0.0;0.004166667;61.91792063;0.0;8;2;2;3;2;False;1;0;0
1;4.0;0;0.0;28;877.6666667000002;0.0;0.003571429;0.0;0.0;11;2;2;9;2;True;1;0;0
6;111.0;0;0.0;13;522.0;0.0;0.011111111;36.65444444;0.0;5;2;2;2;2;False;1;0;0
4;71.33333333;0;0.0;21;295.3333333;0.016666667;0.058333333;0.0;0.0;7;2;10;3;2;True;0;0;1
3;156.5;0;0.0;9;143.0;0.0;0.005555556;0.0;0.0;11;1;1;1;2;False;1;0;0
0;0.0;0;0.0;6;95.0;0.028571429;0.028571429;86.33623272;0.0;10;1;1;4;2;False;1;0;0
0;0.0;2;20.0;28;1085.25;0.0;0.01;0.0;0.0;12;3;2;1;11;False;1;0;0
18;1103.330357;8;696.8333332999999;359;12959.91515;0.000795756;0.008975428;7.231074782999999;0.0;11;2;2;1;2;False;0;0;1
9;230.6666667;0;0.0;66;2178.85;0.0035555559999999;0.010977778;11.73221807;0.0;11;2;2;3;2;True;0;0;1
9;110.4090909;1;51.0;62;3120.211102;0.00056338;0.017396907;7.891171006;0.0;3;2;2;1;10;False;0;0;1
3;84.0;0;0.0;27;655.9166667000001;0.0;0.011111111;0.0;0.0;3;2;2;2;1;False;0;0;1
0;0.0;0;0.0;39;905.6;0.012820513;0.021245421;0.0;0.0;5;3;2;1;3;False;0;0;1
6;618.0666667;0;0.0;50;1342.083333;0.0;0.004385965;28.06804986;0.0;6;2;2;6;11;False;1;0;0
1;56.5;0;0.0;19;1089.75;0.0;0.003508772;24.872085;0.0;12;2;2;7;2;False;0;0;1
10;154.79166669999998;2;7.0;49;1714.8686510000002;0.013711002;0.055127258;1.456951523;1.0;5;1;1;1;2;True;0;0;1
2;28.66666667;0;0.0;12;224.1666667;0.0;0.0233333329999999;44.73466667;0.0;3;3;2;6;2;False;0;0;1
4;32.66666667;0;0.0;34;1378.966667;0.0078947369999999;0.01716792;18.46989474;0.0;5;3;2;1;4;True;0;0;1
2;27.46666667;3;245.8;28;524.06;0.02;0.054666667;20.42600013;0.0;10;2;2;7;1;False;0;0;1
8;335.875;2;75.25;18;1494.125;0.0;0.022;12.60913229;0.0;11;2;2;9;10;False;0;0;1
0;0.0;0;0.0;8;413.0;0.0;0.0125;0.0;0.0;9;1;1;4;3;False;1;0;0
2;77.5;1;17.0;46;1066.566667;0.004255319;0.019148936;51.00308169;0.0;12;3;2;4;10;False;0;0;1
0;0.0;0;0.0;2;57.0;0.0;0.1;0.0;0.0;3;3;2;1;1;True;0;0;1
2;267.8;0;0.0;6;616.5;0.028571429;0.038095238;0.0;0.0;9;3;2;3;4;False;0;0;1
8;119.0;0;0.0;31;1273.875;0.0;0.003921569;12.63441176;0.0;5;2;4;1;3;False;1;0;0
1;18.83333333;0;0.0;2;23.83333333;0.0;0.05;0.0;0.0;12;3;2;1;10;False;0;0;1
1;41.4;0;0.0;30;558.6111111;0.009090909;0.046464646;0.0;0.0;9;2;10;2;1;False;0;0;1
0;0.0;0;0.0;2;0.0;0.2;0.2;0.0;0.0;3;2;2;1;3;True;0;0;1
5;71.0;0;0.0;57;1422.909324;0.005263158;0.0188915269999999;13.55041394;0.0;11;2;4;4;2;False;0;0;1
13;456.9880952;3;72.83333333;39;976.7103175;0.004166667;0.0097222219999999;39.65538156;0.0;3;1;1;1;1;True;0;0;1
1;38.0;0;0.0;5;131.0;0.033333333;0.013333333;0.0;0.0;3;1;2;1;9;True;1;0;0
0;0.0;0;0.0;15;89.38333333;0.0;0.0125;39.6497508;0.0;10;2;2;6;2;True;1;0;0
0;0.0;0;0.0;7;499.5;0.0;0.033333333;0.0;0.8;5;2;4;1;5;False;1;0;0
0;0.0;0;0.0;8;194.4;0.0;0.025;0.0;0.0;8;2;10;6;4;False;0;0;1
0;0.0;0;0.0;10;383.5;0.0;0.022222222;0.0;0.0;11;1;1;1;2;False;1;0;0
8;139.68181819999998;8;353.3333333;45;2003.415152;0.007142857;0.00755102;5.576720936;0.0;3;2;2;4;2;False;0;0;1
11;524.75;3;258.625;197;6309.427034;0.006113821;0.0118782289999999;3.364060957;0.0;11;2;10;1;2;False;0;0;1
1;22.2;0;0.0;5;136.1;0.066666667;0.066666667;0.0;0.0;10;1;1;1;20;False;0;0;1
0;0.0;0;0.0;6;319.0;0.0;0.05;0.0;0.0;3;1;1;6;1;True;0;0;1
0;0.0;0;0.0;9;427.0;0.0;0.025;13.1168283;0.0;12;1;1;1;2;True;1;0;0
1;43.0;1;0.0;3;65.0;0.0;0.04;0.0;0.6;5;2;2;1;4;False;0;0;1
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;12;1;1;5;1;False;0;0;1
9;198.4333333;7;636.75;113;3312.879422;0.0040322579999999;0.016482015;0.0;0.0;11;2;2;2;2;False;0;0;1
0;0.0;0;0.0;26;875.1559524;0.0;0.001333333;40.42327574;0.0;11;2;2;7;2;False;0;0;1
1;25.5;0;0.0;12;250.8333333;0.0;0.016666667;0.0;0.0;3;3;2;2;1;True;0;0;1
0;0.0;0;0.0;3;67.5;0.0;0.066666667;0.0;0.0;3;1;1;3;3;True;0;0;1
4;55.0;0;0.0;2;13.0;0.0;0.028571429;0.0;0.0;12;2;10;4;2;False;1;0;0
1;31.25;0;0.0;31;1470.208333;0.0;0.012222222;0.0;0.0;11;3;2;3;8;False;1;0;0
0;0.0;0;0.0;47;1447.577273;0.0;0.011134752;0.0;0.6;5;2;2;3;3;False;0;0;1
1;20.2;0;0.0;6;204.4;0.0;0.028571429;0.0;0.0;10;2;7;3;5;True;1;0;0
1;29.5;0;0.0;26;1659.866667;0.008;0.016;21.81920724;0.0;11;2;5;2;1;False;0;0;1
3;16.0;6;137.83333330000002;15;1605.583333;0.011594203;0.037267081;0.0;0.0;11;2;10;1;2;False;0;0;1
17;323.3636364;0;0.0;45;1534.825143;0.002678571;0.020699598;7.180348301;0.0;11;1;1;3;10;False;0;0;1
4;229.25;0;0.0;8;372.25;0.022222222;0.00952381;0.0;0.0;12;1;2;1;8;False;0;0;1
0;0.0;0;0.0;25;929.5833332999998;0.016;0.0296;0.0;0.0;12;3;2;4;13;False;0;0;1
15;292.88;1;48.35;130;3645.909048;0.001459854;0.008515815;10.41358118;0.0;11;2;4;8;2;False;0;0;1
1;81.0;0;0.0;15;914.5;0.0;0.014285714;56.5802171;0.0;11;2;2;2;11;True;0;0;1
0;0.0;0;0.0;58;3200.366667;0.0034482759999999;0.027586207;0.0;0.0;3;2;2;6;1;False;0;0;1
1;337.0;1;39.0;16;630.5;0.0;0.00625;28.794;0.0;5;3;2;1;11;True;0;0;1
0;0.0;0;0.0;16;829.0833332999999;0.0;0.0125;41.67536194;0.0;11;2;4;1;3;False;1;0;0
6;220.0;2;327.0;50;1845.166667;0.011111111;0.022376543;10.09862222;0.0;5;2;2;3;1;False;0;0;1
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;9;2;4;4;4;False;0;0;1
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;12;3;2;1;1;False;0;1;0
1;4.5;3;61.0;145;5577.826456000001;0.002688695;0.01187122;2.353444628;1.0;5;3;2;3;11;True;0;0;1
1;12.0;0;0.0;11;331.25;0.016666667;0.033333333;0.0;0.0;3;2;2;2;2;True;0;0;1
17;698.1333333;1;9.0;83;4306.612354999999;0.001075269;0.019375648;0.0;0.0;10;7;1;2;1;True;0;0;1
6;133.46666670000002;0;0.0;44;2664.445833;0.002040816;0.0108843539999999;97.86083623;0.0;11;2;2;1;3;True;0;0;1
1;0.0;0;0.0;60;1995.416667;0.0;0.003389831;61.58171224;0.0;11;2;4;1;7;False;1;0;0
0;0.0;0;0.0;64;4492.311111;0.004761905;0.022705971;0.0;0.0;11;2;2;3;2;False;0;0;1
3;70.6;0;0.0;11;93.5;0.1;0.107142857;0.0;0.0;10;1;1;1;3;False;0;0;1
2;126.3333333;0;0.0;11;401.0133333;0.0;0.022222222;45.12532172;0.0;11;1;1;3;2;True;0;0;1
1;20.0;0;0.0;283;9354.484111;0.003043735;0.0230417029999999;0.0;0.0;11;2;2;1;3;False;0;0;1
12;275.5166667;2;288.375;60;1276.5940480000002;0.0;0.00952381;5.45243266;0.0;11;4;1;1;2;False;0;0;1
3;96.0;0;0.0;12;175.175;0.02;0.031111111;0.0;0.0;12;3;2;8;2;False;1;0;0
5;141.0;0;0.0;33;1371.633333;0.0;0.005555556;44.71103438;0.0;3;2;4;3;8;True;1;0;0
2;118.9;0;0.0;30;1216.726667;0.0;0.008602151;26.13036122;0.0;11;4;2;6;2;True;1;0;0
0;0.0;0;0.0;38;1593.583333;0.0;0.010526316;0.0;0.0;11;2;2;2;1;False;0;0;1
0;0.0;0;0.0;11;751.5;0.018181818;0.024242424;0.0;0.0;5;2;2;1;13;False;0;0;1
6;432.2;0;0.0;30;363.677619;0.003030303;0.014018978;12.1958841;0.0;10;1;1;3;2;False;0;0;1
0;0.0;0;0.0;8;335.25;0.1;0.108333333;0.0;0.0;11;3;12;1;1;False;0;0;1
0;0.0;0;0.0;3;15.0;0.0;0.066666667;0.0;0.0;3;2;4;3;12;False;0;0;1
3;102.8;0;0.0;25;1109.233333;0.0;0.001666667;61.30486592;0.0;8;2;2;6;5;False;1;0;0
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;5;2;5;7;3;False;0;0;1
0;0.0;0;0.0;25;948.3428571;0.0;0.009;0.0;0.0;11;2;4;1;3;False;0;0;1
0;0.0;1;55.0;63;1462.45;0.0;0.003225806;22.088;0.0;5;2;2;1;5;False;1;0;0
0;0.0;2;31.0;3;47.0;0.04;0.08;0.0;0.0;3;1;1;6;1;True;0;0;1
0;0.0;0;0.0;13;710.0666667;0.0;0.007692308;72.52283848;0.0;11;1;1;2;2;False;0;0;1
0;0.0;0;0.0;32;827.6462121000001;0.0;0.00058651;54.67634844;0.0;3;2;2;7;2;False;0;0;1
0;0.0;0;0.0;4;14.0;0.0;0.05;0.0;0.0;5;1;1;3;2;True;0;0;1
0;0.0;0;0.0;2;233.5;0.0;0.033333333;0.0;0.0;5;1;1;1;1;False;0;0;1
2;44.5;0;0.0;35;1330.666667;0.005882353;0.014705882;0.0;0.0;11;2;2;6;3;False;0;0;1
6;113.0;0;0.0;18;359.4;0.008333333;0.05;0.0;0.0;9;2;2;3;1;False;0;0;1
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.4;5;3;2;1;1;False;0;0;1
0;0.0;0;0.0;8;497.25;0.016666667;0.025;0.0;0.0;12;1;8;3;1;True;0;0;1
2;292.2;0;0.0;19;1391.383333;0.0;0.02;18.84993357;0.0;10;3;2;1;2;False;1;0;0
12;1028.833333;1;3.0;155;6794.735417;0.002469136;0.015526696;3.726530231;0.0;11;2;2;1;2;False;0;0;1
0;0.0;0;0.0;3;335.0;0.0;0.133333333;0.0;0.0;8;3;2;3;4;True;0;0;1
0;0.0;0;0.0;80;3279.407576;0.01875;0.041944444;0.0;0.4;5;2;4;7;2;False;0;0;1
7;51.5;0;0.0;59;1954.7541670000005;0.0;0.003225806;0.0;0.0;12;2;2;3;1;False;0;0;1
1;74.6;0;0.0;8;810.0;0.0;0.036666667;10.67716934;0.0;11;2;2;1;4;False;0;0;1
0;0.0;0;0.0;6;529.5;0.0;0.04;44.443614;0.0;12;2;2;2;1;False;0;0;1
5;262.5;0;0.0;45;1456.27381;0.0;0.018707483;13.53068367;0.0;5;2;2;7;4;False;0;0;1
5;187.1;0;0.0;101;7220.776667;0.001960784;0.013366013;3.998184141;0.0;11;2;2;7;3;False;0;0;1
0;0.0;0;0.0;25;316.5416667;0.0;0.02;0.0;0.0;12;2;2;9;1;False;0;0;1
4;151.0;0;0.0;30;1547.233333;0.0;0.012121212;28.40448178;0.0;9;2;2;2;2;True;0;0;1
0;0.0;0;0.0;3;23.0;0.0;0.066666667;0.0;0.0;11;2;2;4;3;False;0;0;1
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;1.0;2;1;1;1;3;True;0;0;1
0;0.0;0;0.0;33;889.72;0.012121212;0.044444444;0.0;0.0;11;2;2;3;1;False;0;0;1
0;0.0;0;0.0;14;1404.75;0.0;0.021428571;0.0;0.0;12;2;2;1;2;False;1;0;0
1;13.0;0;0.0;15;524.5;0.0;0.013333333;33.9612;0.0;5;3;2;1;6;False;0;0;1
0;0.0;0;0.0;10;240.75;0.0;0.02;0.0;0.0;3;2;2;9;2;False;0;0;1
0;0.0;0;0.0;26;852.7666667000001;0.001923077;0.024166667;0.0;1.0;5;3;2;4;1;True;0;0;1
5;825.0;0;0.0;33;808.1666667000001;0.0;0.005405405;20.85956757;0.0;3;2;4;9;10;False;1;0;0
0;0.0;0;0.0;24;1010.25;0.008333333;0.016666667;31.81967723;0.0;12;3;2;8;2;False;0;0;1
2;32.0;0;0.0;30;1407.5;0.006451613;0.02516129;15.51193548;0.0;5;2;2;1;13;False;0;0;1
5;134.9285714;2;41.0;31;2013.595238;0.0;0.014141414;8.482727273;0.0;3;2;2;8;2;False;0;0;1
3;91.5;4;333.8333333;132;3041.676452;0.011764706;0.030932814;0.0;0.0;11;2;2;1;2;False;0;0;1
2;84.0;0;0.0;25;506.7666666999999;0.017391304;0.038405797;0.0;0.0;5;3;2;4;3;False;0;0;1
1;18.0;0;0.0;26;1122.583333;0.027407407;0.0481481479999999;15.9468;0.0;5;1;1;3;1;False;0;0;1
0;0.0;0;0.0;3;35.0;0.0;0.066666667;0.0;0.0;11;4;1;1;1;False;0;0;1
0;0.0;0;0.0;5;72.0;0.0;0.05;0.0;0.0;12;3;2;1;2;False;0;0;1
1;1.333333333;0;0.0;32;395.2222222;0.006060606;0.011111111;0.0;0.0;3;2;4;1;2;True;0;0;1
0;0.0;0;0.0;17;639.7566667;0.0;0.011764706;63.45892077;0.0;10;2;2;3;4;False;1;0;0
1;6.0;0;0.0;57;1836.775;0.0;0.004093567;0.0;0.0;11;2;2;7;2;False;0;0;1
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;11;1;1;2;2;False;0;0;1
0;0.0;0;0.0;52;2086.242857;0.015384615;0.020352564;0.0;0.0;2;2;2;7;1;False;0;0;1
14;352.1071429;2;759.0;64;3660.342875;0.014155251;0.023835616;9.641067457;0.0;11;3;2;3;2;True;0;0;1
7;340.6111111;2;129.0;57;4516.588312;0.005;0.0151808469999999;8.052616667;0.0;5;2;2;1;2;False;0;0;1
0;0.0;0;0.0;34;1491.775;0.002020202;0.024793388;0.0;0.0;11;2;2;6;11;True;0;0;1
4;59.86;1;38.3;36;725.21;0.005;0.034166667;0.0;0.0;10;2;2;9;2;True;0;0;1
3;66.4;0;0.0;16;516.4785714;0.022222222;0.035555556;0.0;0.0;9;3;2;3;5;False;0;0;1
2;32.0;0;0.0;7;164.5;0.0;0.008333333;0.0;0.4;5;2;2;1;4;False;0;0;1
8;137.075;0;0.0;59;2088.443506;0.006343284;0.023522862;54.07524113;0.0;5;4;2;3;3;False;0;0;1
0;0.0;0;0.0;10;411.9166667;0.0;0.036190476;0.0;0.0;12;3;2;1;2;False;0;0;1
4;147.5;1;37.5;25;788.2666667000001;0.007142857;0.028571429;16.70657143;0.0;5;2;2;3;3;False;0;0;1
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;11;3;2;3;10;False;0;1;0
0;0.0;0;0.0;9;553.0;0.0;0.025;53.988;0.0;5;1;1;1;4;False;1;0;0
0;0.0;0;0.0;7;16.0;0.0;0.033333333;0.0;0.0;12;1;1;1;2;True;0;0;1
10;117.3333333;0;0.0;28;631.9896825000001;0.017647059;0.022794118;10.16517157;0.0;3;3;7;1;2;False;0;0;1
5;271.75;1;0.0;40;675.2020988;0.015;0.019412202;0.0;0.0;10;2;2;3;2;False;0;0;1
14;578.5;2;913.0;31;699.5;0.0;0.005896806;22.58886486;0.0;5;2;2;3;4;True;0;0;1
0;0.0;0;0.0;12;468.0;0.016666667;0.033333333;0.0;0.0;3;4;1;4;3;False;0;0;1
0;0.0;0;0.0;11;855.25;0.018181818;0.063636364;0.0;0.0;5;2;2;3;13;False;0;0;1
0;0.0;0;0.0;60;2072.605556;0.013793103;0.016833856;0.0;0.0;8;2;2;1;2;False;0;0;1
0;0.0;0;0.0;54;941.4666667;0.0;0.003773585;26.67428219;0.0;8;4;5;1;1;False;0;0;1
1;7.0;4;103.75;99;3517.039683;0.0071895419999999;0.020421866;0.0;0.0;11;2;2;1;8;False;0;0;1
5;157.5;0;0.0;15;138.75;0.0125;0.025;0.0;0.0;11;1;1;1;2;False;1;0;0
0;0.0;0;0.0;16;865.5833332999998;0.0;0.0020833329999999;93.77761706;0.0;12;1;1;1;2;True;1;0;0
0;0.0;0;0.0;7;191.0;0.0;0.028571429;0.0;0.0;5;2;4;4;2;False;0;0;1
1;51.0;2;176.0;37;1420.733333;0.0;0.012612613;102.3538378;0.0;5;2;5;7;4;True;0;0;1
4;319.0;1;21.5;33;1829.183333;0.0;0.017619048;16.07106667;0.6;5;2;4;7;2;False;0;0;1
0;0.0;0;0.0;7;1544.75;0.014285714;0.033333333;0.0;0.0;12;1;1;3;1;False;0;0;1
0;0.0;0;0.0;3;133.5;0.1;0.1555555559999999;0.0;0.4;5;2;4;1;6;False;0;0;1
0;0.0;0;0.0;34;1006.257576;0.0;0.015196078;0.0;0.0;3;2;2;7;3;False;0;0;1
4;226.0;0;0.0;81;4836.486905;0.002380952;0.010714286;5.312300227;0.0;11;2;2;1;2;False;0;0;1
2;94.0;1;4.0;264;8584.025049;0.006289308;0.023315309;0.0;0.0;11;2;2;1;2;False;0;0;1
